ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,SPEED_LIMIT,ROUTE_NE_ID,OBJECTID,GlobalID,GEOLOCSTLength
4110137,Railway St,Railway St,0,0.74,Single,0,0.74,Local Road,08,Wheatbelt,411,Koorda,50km/h,235169,22669555,{6594ADAF-E6F6-43D5-91CA-FAC7396003CC},0.0068726219339293
4110100,Railway South St,Railway South St,0,0.03,Single,0,0.03,Local Road,08,Wheatbelt,411,Koorda,50km/h,235161,22669556,{8529C5D8-3F8B-4E85-966E-75B198C5EC5E},0.000325770185960403
4110101,Lodge St,Lodge St,0,0.3,Single,0,0.3,Local Road,08,Wheatbelt,411,Koorda,50km/h,225610,22669557,{A26D8B2A-AE3F-4110-A0A3-834286BCE7CD},0.00286213436424537
4110133,Skinner St,Skinner St,0,0.03,Single,0,0.03,Local Road,08,Wheatbelt,411,Koorda,50km/h,239262,22669558,{3946E59F-8425-420F-9582-CEC00C738E97},0.000308967635845569
4110001,Koorda - Mollerin Rd,Koorda - Mollerin Rd,0,0.107,Single,0,0.107,Local Road,08,Wheatbelt,411,Koorda,50km/h,223786,22669559,{FAC9577A-C280-4BA5-A2E4-4A43EBB8503A},0.00109589936903918
4110002,Cadoux - Koorda Rd,Cadoux - Koorda Rd,21.61,21.73,Single,21.61,21.73,Local Road,08,Wheatbelt,411,Koorda,50km/h,246624,22669560,{DB3F3930-5F7E-476C-A2D4-2430EF49DDF5},0.00140558655476282
4110123,Koorda Rd,Koorda Rd,0,0.09,Single,0,0.09,Local Road,08,Wheatbelt,411,Koorda,50km/h,223779,22669561,{ED7F0785-8725-4A1B-B391-7FD3C0F4D2C1},0.000733809606949637
4110121,Brooks St,Brooks St,0,0.18,Single,0,0.18,Local Road,08,Wheatbelt,411,Koorda,50km/h,205683,22669562,{E69B36EC-32E7-4789-A845-D1BAFBB82DF4},0.0016681741515801
4110136,Aitken Rd,Aitken Rd,0.02,0.42,Single,0.02,0.42,Local Road,08,Wheatbelt,411,Koorda,50km/h,200500,22669563,{4F899287-5800-4AFB-A2B3-00DACEA94BCC},0.00344175495007319
4110130,Pearman St,Pearman St,0,0.16,Single,0,0.16,Local Road,08,Wheatbelt,411,Koorda,50km/h,233151,22669564,{DE12CD72-4206-449A-AB39-658131F90EF3},0.00171081106955387
4110102,Best St,Best St,0,0.29,Single,0,0.29,Local Road,08,Wheatbelt,411,Koorda,50km/h,203835,22669565,{5EE5F086-7DF6-43BF-8878-81762B33405C},0.00270253824061264
6020002,Coolgardie North Rd,Coolgardie North Rd,0,0.55,Single,0,0.55,Local Road,05,Goldfields - Esperance,602,Coolgardie,50km/h,209639,22669566,{0F17AE7B-8259-4D94-9C7D-07B4A89FA744},0.00500686171965212
3150062,Trent St,Trent St,0,0.38,Single,0,0.38,Local Road,08,Wheatbelt,315,Wagin,50km/h,242967,22669567,{5AD8C146-D87C-414C-AEDB-C49797D240DE},0.00356089364437708
6040316,Shepherd St,Shepherd St,0,0.47,Single,0,0.47,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,238803,22669568,{BC729F76-B609-41A6-873F-6D483469E5F0},0.00535108985263585
6020101,Trigona Pl,Trigona Pl,0,0.14,Single,0,0.14,Local Road,05,Goldfields - Esperance,602,Coolgardie,50km/h,243017,22669569,{141A4853-B405-498A-8EE1-E70CCC12C6DF},0.00143124072049394
6030054,Goodliffe St,Goodliffe St,0,0.32,Single,0,0.32,Local Road,05,Goldfields - Esperance,603,Dundas,50km/h,217269,22669570,{A4BAFB13-20C5-427F-803D-92D6A1C78554},0.00314116017895996
6030054,Goodliffe St,Goodliffe St,0.68,1.24,Single,0.68,1.24,Local Road,05,Goldfields - Esperance,603,Dundas,50km/h,217269,22669571,{40A838FA-CFC7-43E9-B228-20C611B5B83D},0.00499140870672848
6030054,Goodliffe St,Goodliffe St,1.45,1.65,Single,1.45,1.65,Local Road,05,Goldfields - Esperance,603,Dundas,50km/h,217269,22669572,{6EB4F18A-8E00-4369-AEC8-2BF4117F90C1},0.00174600028636882
6030055,Mildura St,Mildura St,0,0.9,Single,0,0.9,Local Road,05,Goldfields - Esperance,603,Dundas,50km/h,228550,22669573,{C553D713-D452-4F66-8C26-DFB955C3CA1F},0.00786158670337584
6040133,Easton Rd,Easton Rd,0,0.35,Single,0,0.35,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,213218,22669574,{64F6AC33-DF02-4E25-BECD-9CA82572BEB6},0.00336003350956898
6040133,Easton Rd,Easton Rd,0.35,0.94,Left,0.35,0.94,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,213218,22669575,{F1995E9E-95FA-402E-84F6-EA75FA4AB996},0.00552999190319897
6040133,Easton Rd,Easton Rd,0.94,1.76,Single,0.94,1.76,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,213218,22669576,{AFC1944B-2B87-4B9D-B55C-FD1A33519B52},0.00814178755696859
6040133,Easton Rd,Easton Rd,0.35,0.94,Right,0.35,0.94,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,213218,22669577,{7C59F91C-873C-42D9-A46B-E1AF483D16A0},0.00553790259266783
6040146,Coleman St,Coleman St,0,0.29,Single,0,0.29,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,209161,22669578,{4136A4BE-3C1E-4563-9500-EA5E97CB45F3},0.00260200307455622
6040158,Windich St,Windich St,0,1.47,Single,0,1.47,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,246380,22669579,{5F15A7D2-4BC1-4338-AF62-87A1DD06B156},0.0138349608124777
6040159,Council Pl,Council Pl,0,0.23,Single,0,0.23,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,210102,22669580,{68483D49-3B6D-4F5B-A5BD-061A0EAE83F8},0.00248169201572076
6040166,Stubbing St,Stubbing St,0,0.2,Single,0,0.2,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,240782,22669581,{29B8D8FF-D4C3-4A94-B6A3-A5B736D8BB03},0.00195273375208668
6040192,Tchan St,Tchan St,0,0.21,Single,0,0.21,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,241685,22669582,{E9F25D79-3538-4136-8BBF-9716128C239E},0.00240702513489162
6040198,Rowse St,Rowse St,0,1.09,Single,0,1.09,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,236931,22669583,{6FF5E920-2363-4031-AFC3-00C88BDF81AD},0.0105230661730966
6040199,Victoria St,Victoria St,0,0.34,Single,0,0.34,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,244014,22669584,{35676F01-25C4-4E97-A806-2D5AB3AC1427},0.0031162507652475
6040200,Freeman St,Freeman St,0,0.98,Single,0,0.98,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,215828,22669585,{C78C129B-21A3-423A-807B-571176B9FADB},0.00894886956804943
6040201,Ocean St,Ocean St,0,0.77,Single,0,0.77,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,231623,22669586,{505A1C29-D4ED-4D6B-9A4D-4240F6CB3741},0.00847126597828992
6040204,Walker St,Walker St,0,0.32,Single,0,0.32,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,244389,22669587,{ABB91370-311B-4641-BB65-432AE7B11C41},0.00286308842138891
6040264,McGlade Wy,McGlade Wy,0,0.22,Single,0,0.22,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,227731,22669588,{428DAB02-9ED6-4230-84D5-59F3338C82D2},0.00237305851611586
6040309,Sutcliffe St,Sutcliffe St,0,1.32,Single,0,1.32,Local Road,05,Goldfields - Esperance,604,Esperance,50km/h,241030,22669589,{A115B35F-8CFC-46EC-9490-8741293B2897},0.0132254622282203
H007,North West Coastal Hwy,Hampton St,51.94,52.84,Single,51.91,52.81,State Road,14,Mid West-Gascoyne,513,Northampton,50km/h,247803,22669590,{841769EC-0586-4B81-AAF8-3921CD2AEB60},0.00834979765865389
3021015,North Rd,North Rd,2.76,2.99,Single,2.76,2.99,Local Road,01,Great Southern,302,Albany (C),50km/h,231225,22669591,{BAD5A21D-2F59-4FCC-A4E1-6A1B0FDCE0D7},0.00245307361150762
3021101,Minerva St,Minerva St,0,0.32,Single,0,0.32,Local Road,01,Great Southern,302,Albany (C),50km/h,228852,22669592,{C76690A6-8689-4FE6-B6A0-3A81877AF99B},0.00305098304917577
3021105,Pioneer Rd,Pioneer Rd,0,0.66,Single,0,0.66,Local Road,01,Great Southern,302,Albany (C),50km/h,233955,22669593,{8BBCC80E-CA53-4E53-A93C-C94D6C76F21F},0.00604872343805281
3021107,Lion St,Lion St,0,0.72,Single,0,0.72,Local Road,01,Great Southern,302,Albany (C),50km/h,225408,22669594,{511F4E80-9B1D-47C7-AE2B-2F2D593815A8},0.00731098625507877
4170136,Cheetham Wy,Cheetham Wy,0,0.28,Single,0,0.28,Local Road,08,Wheatbelt,417,Narembeen,50km/h,3009544,22669595,{63B8DDB8-5D57-43E7-B82A-FB1255EE48DA},0.00299739815167705
4170129,Longhurst St,Longhurst St,0,0.46,Single,0,0.46,Local Road,08,Wheatbelt,417,Narembeen,50km/h,225704,22669596,{654D8C82-57ED-43AB-B8F5-4C3E4A868A4B},0.00494983670873908
8120157,Yanboomah Cl,Yanboomah Cl,0,0.282,Single,0,0.282,Local Road,11,Pilbara,812,East Pilbara,50km/h,247131,22669597,{24B75BC4-0BB9-4C51-8E6C-5FBB43089B5C},0.00266391008986195
8120174,Woodstock St,Woodstock St,0,1.13,Single,0,1.13,Local Road,11,Pilbara,812,East Pilbara,50km/h,246787,22669598,{147C2ACA-00AE-480F-9412-C0065BF5615E},0.0106008818494923
8120225,Cowra Dr,Cowra Dr,0,0.911,Single,0,0.911,Local Road,11,Pilbara,812,East Pilbara,50km/h,210193,22669599,{C99551AA-077B-46F2-90CD-66A1C427BEEC},0.00869696732775829
8120316,Bloodwood Bend,Bloodwood Bend,0,0.38,Single,0,0.38,Local Road,11,Pilbara,812,East Pilbara,50km/h,149952783,22669600,{453EB89B-B387-4676-B1EB-18AB3E10AED1},0.00358607822134438
8120188,Kalgan Dr,Kalgan Dr,1.6,2.14,Single,1.6,2.14,Local Road,11,Pilbara,812,East Pilbara,50km/h,222430,22669601,{9A714474-A8D0-487D-8E55-5E542B834FCB},0.00505338443109263
8120196,Kirrang Pl,Kirrang Pl,0,0.17,Single,0,0.17,Local Road,11,Pilbara,812,East Pilbara,50km/h,223504,22669602,{71D2E0AC-59E6-4E32-8DF8-26DA54D6587C},0.00159502896272246
8120222,Laver St,Laver St,0,0.82,Single,0,0.82,Local Road,11,Pilbara,812,East Pilbara,50km/h,224612,22669603,{4C0CE887-507E-4561-8CA2-F8DC6D919F28},0.00765755421090646
8120093,Ross Av,Ross Av,0,0.37,Single,0,0.37,Local Road,11,Pilbara,812,East Pilbara,50km/h,236865,22669604,{F073E593-8FD4-4E0F-9D0F-E977811C8828},0.00337563389867228
8120168,Prophecy Pl,Prophecy Pl,0,0.17,Single,0,0.17,Local Road,11,Pilbara,812,East Pilbara,50km/h,234623,22669605,{2B8BD4CB-46B0-4CC7-8268-79833FA551DC},0.0016841436993321
8120091,Yandorah St,Yandorah St,0,0.18,Single,0,0.18,Local Road,11,Pilbara,812,East Pilbara,50km/h,247152,22669606,{49F325EA-0CAB-45A1-A6C5-A7C292C9FB6B},0.00170578427709954
8120139,Windilga St,Windilga St,0,0.09,Single,0,0.09,Local Road,11,Pilbara,812,East Pilbara,50km/h,246384,22669607,{C0C35344-A79F-424B-B649-13477428C5E2},0.000874439248890396
8120146,Leete Pl,Leete Pl,0,0.2,Single,0,0.2,Local Road,11,Pilbara,812,East Pilbara,50km/h,224854,22669608,{3E301E73-429B-4C42-B9F9-695069386EFA},0.00198306858176917
1300288,Scarborough Beach Rd,Scarborough Beach Rd,2.61,2.67,Right,2.61,2.67,Local Road,07,Metropolitan,130,Vincent (C),50km/h,237994,22669609,{7096351B-4F8B-475F-9C5C-6B3F36A7A01B},0.000636720152221971
1300288,Scarborough Beach Rd,Scarborough Beach Rd,2.61,2.67,Left,2.61,2.67,Local Road,07,Metropolitan,130,Vincent (C),50km/h,237994,22669610,{DBF2BFBC-C8C2-4DF0-A405-4ABB90EFFCE5},0.000664618248404077
3060063,Tunney St,Tunney St,0,0.53,Single,0,0.53,Local Road,08,Wheatbelt,306,Dumbleyung,50km/h,243233,22669611,{79FC2CE1-9AA5-437C-B443-B583CDFAEFED},0.0047928181311665
4170128,Bruce Rock - Narembeen Rd,Bruce Rock - Narembeen Rd,13.422,13.62,Single,13.422,13.62,Local Road,08,Wheatbelt,417,Narembeen,50km/h,205830,22669612,{AE54AAF5-9625-4A39-B82A-0264550A54D7},0.00209607414410982
H006,Great Northern Hwy,Great Northern Hwy,3188.03,3188.28,Single,3188.15,3188.4,State Road,06,Kimberley,004,Wyndham - East Kimberley,50km/h,247653,22669613,{8C386AFD-89A1-4C7C-8B4A-A730BAB09B39},0.00228476660260722
H006,Great Northern Hwy,Great Northern Hwy,3188.17,3189.04,Single,3188.4,3189.27,State Road,06,Kimberley,004,Wyndham - East Kimberley,50km/h,247653,22669614,{D1E763F3-030D-40FD-83EB-DEE41E4CB1E7},0.00811879059319056
H006,Great Northern Hwy,Great Northern Hwy,3189.34,3189.86,Single,3189.27,3189.79,State Road,06,Kimberley,004,Wyndham - East Kimberley,50km/h,247653,22669615,{AFC7AD66-5972-48DD-BA04-638BAB384770},0.00460591583338637
H006,Great Northern Hwy,Great Northern Hwy,3193.45,3193.69,Single,3193.38,3193.62,State Road,06,Kimberley,004,Wyndham - East Kimberley,50km/h,247653,22669616,{A88420FF-F4EE-492D-B3AD-F763E2AC0468},0.0021673974224857
H006,Great Northern Hwy,O'Donnell St,3193.69,3193.98,Single,3193.62,3193.91,State Road,06,Kimberley,004,Wyndham - East Kimberley,50km/h,247653,22669617,{08374BCD-57D0-403E-895F-C949174F9E12},0.00264185269553868
H006,Great Northern Hwy,McPhee St,3193.98,3194.18,Single,3193.91,3194.11,State Road,06,Kimberley,004,Wyndham - East Kimberley,50km/h,247653,22669618,{E100CB66-0FBB-4CE4-B82D-6DCD34AEE16C},0.00166479893528274
H006,Great Northern Hwy,Great Northern Hwy,549.95,550.02,Right,544.81,544.88,State Road,14,Mid West-Gascoyne,704,Mount Magnet,50km/h,247653,22669619,{095B5D45-7B35-49B9-A893-9DA4332A97A0},0.000808605043576916
H006,Great Northern Hwy,Hepburn St,550.02,551.17,Right,544.88,546.03,State Road,14,Mid West-Gascoyne,704,Mount Magnet,50km/h,247653,22669620,{4FAC287B-211A-4F00-A8A9-7C5955607B04},0.0103775166701903
H006,Great Northern Hwy,Austin St,630.71,631.2,Right,625.03,625.52,State Road,14,Mid West-Gascoyne,702,Cue,50km/h,247653,22669621,{2D6A2063-5F07-48BA-AB9B-5C4EF580C096},0.00476680555932665
3120263,Mitchell St,Mitchell St,0,0.34,Single,0,0.34,Local Road,01,Great Southern,312,Plantagenet,50km/h,229025,22669622,{9EC4D40D-A6CE-464D-A921-6AB623489291},0.00310195854058504
4240173,Heal St,Heal St,0,0.39,Single,0,0.39,Local Road,08,Wheatbelt,424,Quairading,50km/h,12795299,22669623,{41AB5323-763D-4C95-95B4-FB98101F56EF},0.00379905080219384
4240126,Gillett St,Gillett St,0,0.33,Single,0,0.33,Local Road,08,Wheatbelt,424,Quairading,50km/h,216736,22669624,{AF29D66D-1AE8-477C-97BF-6DF94A6BD53A},0.00321001085956003
4240127,Charlton St,Charlton St,0,0.34,Single,0,0.34,Local Road,08,Wheatbelt,424,Quairading,50km/h,208102,22669625,{9534FDF5-6671-4366-826C-3D5C2DD92697},0.00362511972216091
4240108,Plester Av,Plester Av,0,0.17,Single,0,0.17,Local Road,08,Wheatbelt,424,Quairading,50km/h,234075,22669626,{B070B0DA-9364-4AC1-86CE-16E0DDAA1E34},0.00169133793193436
4240129,Avon St,Avon St,0,0.87,Single,0,0.87,Local Road,08,Wheatbelt,424,Quairading,50km/h,202034,22669627,{4A0EEF7A-ACBB-47F4-B857-976E07D8C0A0},0.00897734358238467
4240135,Coraling St,Coraling St,0,0.98,Single,0,0.98,Local Road,08,Wheatbelt,424,Quairading,50km/h,209826,22669628,{8E03F5BC-2B55-4269-A27C-AD1EC6A36A69},0.0102133513108897
4240123,McLennan St,McLennan St,0,1.72,Single,0,1.72,Local Road,08,Wheatbelt,424,Quairading,50km/h,227890,22669629,{D523D85F-77B4-4F74-AF4B-61A3F3C8D33F},0.0162099652612724
4240131,Macdonald St,Macdonald St,0.19,0.88,Single,0.19,0.88,Local Road,08,Wheatbelt,424,Quairading,50km/h,226202,22669630,{34E5D94B-14AB-4339-9FE5-60572EF01DE0},0.00632123983425198
4240084,Parker Rd,Parker Rd,0,0.1,Single,0,0.1,Local Road,08,Wheatbelt,424,Quairading,50km/h,232746,22669631,{6F3BD0B7-7D00-46CD-BBF0-729B880FA7BA},0.00106100424127333
4240139,Newell - Hurley St,Newell - Hurley St,0,0.2,Single,0,0.2,Local Road,08,Wheatbelt,424,Quairading,50km/h,230743,22669632,{F05EFE5B-645F-4881-A6AE-5C4A1FD3C7CB},0.0020478069640101
4240132,Murphy St,Murphy St,0,0.64,Single,0,0.64,Local Road,08,Wheatbelt,424,Quairading,50km/h,230108,22669633,{947ED5F2-AACB-47BC-B8A1-15C95C86B5EF},0.00666577122319691
3150176,Ballagin St,Ballagin St,0.999,1.13,Single,0.999,1.13,Local Road,08,Wheatbelt,315,Wagin,50km/h,202346,22669634,{6628874F-876E-44B5-9910-464E58A4D9DE},0.0013613806644703
5179000,New Norcia Rd,New Norcia Rd,0,3.07,Single,0,3.07,Local Road,08,Wheatbelt,517,Victoria Plains,60km/h,540878305,22669635,{6BED7118-2ED4-4A45-98F3-56CF4ADDA2B6},0.0283780833165271
H580,Albany Hwy on to Leach Hwy (Westbound),Albany Hwy on to Leach Hwy (Westbound),0,0.33,Single,0,0.33,State Road,07,Metropolitan,114,Canning (C),60km/h,247563,22669636,{121E955B-8447-4632-AFCC-644476945769},0.00335783113285769
1140022,Lawson St,Lawson St,0,0.58,Right,0,0.58,Local Road,07,Metropolitan,114,Canning (C),60km/h,224674,22669637,{7C2E2F8B-CD72-4CA0-9EEB-03F8272A8E1A},0.00536468143599161
4240012,Mount Stirling Rd,Mount Stirling Rd,0,0.01,Single,0,0.01,Local Road,08,Wheatbelt,424,Quairading,60km/h,229755,22669638,{B013EF75-77C7-4298-B172-8E5AE9BB40F1},9.20489000477464e-05
4240133,Junction Rd,Junction Rd,0.14,0.74,Single,0.14,0.74,Local Road,08,Wheatbelt,424,Quairading,60km/h,222344,22669639,{74B19FB4-0BCC-472C-9776-C340834BF9EC},0.00544280139024301
5080128,Moore Rd,Moore Rd,0,0.655,Single,0,0.655,Local Road,14,Mid West-Gascoyne,508,Irwin,60km/h,229371,22669640,{61B45C99-2822-4126-BE0C-1349C2CE499F},0.00587157731198232
5080060,Blenheim Rd,Blenheim Rd,0,0.63,Single,0,0.63,Local Road,14,Mid West-Gascoyne,508,Irwin,60km/h,204352,22669641,{B388C44F-A1EA-429F-AA5E-4DB36564230D},0.00639723777416525
5080002,Point Leander Dr,Point Leander Dr,0.4,2.7,Single,0.4,2.7,Local Road,14,Mid West-Gascoyne,508,Irwin,60km/h,234139,22669642,{AC7FC279-6B9B-44B0-BA7B-CE07C3817AA7},0.0212260444064926
5080130,Vincent St,Vincent St,0,0.64,Single,0,0.64,Local Road,14,Mid West-Gascoyne,508,Irwin,60km/h,244112,22669643,{5D8328A1-3EB6-4123-9681-3C06F8D73DE7},0.00603935023015603
H649,Shepperton Rd on to Canning Hwy (Westbound),Shepperton Rd on to Canning Hwy (Westbound),0,0.24,Single,0,0.24,State Road,07,Metropolitan,129,Victoria Park (T),60km/h,247564,22669644,{B6B055E1-F904-4B54-91FA-5B0D33E05003},0.0025617206225321
H037,Garratt Rd Bridge,Garratt Rd Bridge,0.11,0.24,Right,0.11,0.24,State Road,07,Metropolitan,113,Belmont (C),60km/h,247634,22669645,{99EAEB68-94EB-4D28-8F37-7532A38BF015},0.00119792862892578
H546,Kwinana Fwy (Southbound) off to Manning Rd,Kwinana Fwy (Southbound) off to Manning Rd,0,0.03,Single,0,0.03,State Road,07,Metropolitan,126,South Perth (C),60km/h,247670,22669646,{70AF55A8-3F0E-4DFD-8561-0012BAA31FF9},0.000361321737343761
1311664,Shenton Av,Shenton Av,3.27,4.71,Left,3.27,4.71,Local Road,07,Metropolitan,131,Joondalup (C),60km/h,238754,22669647,{5C2E1C6F-B7BF-4ED3-A233-59214F96A3D7},0.0151703862155578
1311664,Shenton Av,Shenton Av,3.27,4.71,Right,3.27,4.71,Local Road,07,Metropolitan,131,Joondalup (C),60km/h,238754,22669648,{C299AE6B-68E9-4998-8F69-B706E3F3AF3D},0.0151129069485982
2070027,McVee Rd,McVee Rd,0,0.01,Single,0,0.01,Local Road,02,South West,207,Collie,60km/h,227978,22669649,{CB78605F-E219-46A5-BC10-4C6F85DCB11D},0.000106737996983267
5160125,Coffee Pot Dr,Coffee Pot Dr,0,0.54,Single,0,0.54,Local Road,14,Mid West-Gascoyne,516,Chapman Valley,60km/h,209094,22669650,{2C76AD81-11A5-461E-A3F9-F3749D4FCA60},0.00551498049286888
2040356,Sandridge Rd,Sandridge Rd,0,1.85,Left,0,1.85,Local Road,02,South West,204,Bunbury (C),60km/h,237807,22669651,{9A0B3B1B-A4DD-428D-A196-84B015F03F7D},0.0196878801855073
H419,Leschenault Dr Rty,Leschenault Dr Rty,0,0.12,Single,0,0.12,State Road,02,South West,204,Bunbury (C),60km/h,246450130,22669652,{39469F06-F049-45B1-843D-BAE4A68EC37D},0.00112633572767576
H563,Mitchell Fwy (Southbound) off to Hutton St,Mitchell Fwy (Southbound) off to Hutton St,0.02,0.29,Single,0.02,0.29,State Road,07,Metropolitan,125,Stirling (C),60km/h,247693,22669653,{C949C8F9-10E0-4C75-8A6F-AF769B43CBED},0.00271906284514314
H573,Maida Vale Rd on to Roe Hwy (Southbound),Maida Vale Rd on to Roe Hwy (Southbound),0,0.4,Single,0,0.4,State Road,07,Metropolitan,102,Kalamunda,60km/h,247779,22669654,{BCC2CC45-7597-486E-B012-336725F653D3},0.00380383389736878
H661,Victoria Park Dr on to Graham Farmer Fwy (Westbound),Victoria Park Dr on to Graham Farmer Fwy (Westbound),0,0.12,Single,0,0.12,State Road,07,Metropolitan,129,Victoria Park (T),60km/h,247592,22669655,{B1396DCA-25C4-4DB5-B7A2-2FBCC9FD66CC},0.00119078556040593
1140022,Lawson St,Lawson St,0,0.58,Left,0,0.58,Local Road,07,Metropolitan,114,Canning (C),60km/h,224674,22669656,{01030B18-B398-4118-9BBF-10E5A26DFC65},0.00528951962992772
5080129,Bailey St,Bailey St,0,0.53,Single,0,0.53,Local Road,14,Mid West-Gascoyne,508,Irwin,60km/h,202205,22669657,{900D58F5-E76F-48C7-B0FC-64C30FBFF863},0.00574087882367951
H549,Canning Hwy on to Kwinana Fwy (Northbound),Canning Hwy on to Kwinana Fwy (Northbound),0,0.22,Single,0,0.22,State Road,07,Metropolitan,126,South Perth (C),60km/h,247598,22669658,{F23C5C47-D0C0-4363-94A9-9621C1035C11},0.00231377450304989
H540,Mitchell Fwy (Northbound) off to Powis St,Mitchell Fwy (Northbound) off to Powis St,0,0.31,Single,0,0.31,State Road,07,Metropolitan,125,Stirling (C),60km/h,247687,22669659,{C1A1E496-A9FD-4626-B626-5200005089E2},0.0031532716243666
H653,Graham Farmer Fwy (Eastbound) off to Great Eastern Hwy,Graham Farmer Fwy (Eastbound) off to Great Eastern Hwy,0,0.23,Single,0,0.23,State Road,07,Metropolitan,129,Victoria Park (T),60km/h,247714,22669660,{809EE152-7678-4F1B-A729-5DDC28756344},0.00253092843194153
H525,Charles St on to Mitchell Fwy (Southbound),Charles St on to Mitchell Fwy (Southbound),0,0.23,Single,0,0.23,State Road,07,Metropolitan,124,Perth (C),60km/h,247610,22669661,{2047B0A2-67B2-43DF-A140-CE407EAF2CDC},0.00206652680137669
H745,Mitchell Fwy (Southbound) off to Spring St Link,Mitchell Fwy (Southbound) off to Spring St Link,0,0.32,Single,0,0.32,State Road,07,Metropolitan,124,Perth (C),60km/h,18503583,22669662,{F1EEDC08-6067-4BDE-BDA7-C3D44EDC19A1},0.00326872477540697
5051363,Park Vista Sq,Park Vista Sq,0,0.13,Single,0,0.13,Local Road,14,Mid West-Gascoyne,505,Greater Geraldton (C),60km/h,81023140,22669663,{8AF5E60E-B242-4F6E-9F3C-BC9595D76F2F},0.00139441818018673
5051382,Smart Dr,Smart Dr,0,0.41,Left,0,0.41,Local Road,14,Mid West-Gascoyne,505,Greater Geraldton (C),60km/h,81023208,22669664,{45AFDA4C-5E1C-44C7-81CD-585FF00323F5},0.00389892464366479
5051382,Smart Dr,Smart Dr,0,0.41,Right,0,0.41,Local Road,14,Mid West-Gascoyne,505,Greater Geraldton (C),60km/h,81023208,22669665,{605C6A50-1798-49C5-AA6E-99B3631BD228},0.00393723367240753
6070069,Windarra Mine Rd,Windarra Mine Rd,0,8.82,Single,0,8.82,Local Road,05,Goldfields - Esperance,607,Laverton,60km/h,246362,22669666,{C91A05E9-8B95-47C3-B0B7-E15FB5A208DF},0.078990014287654
3030297,Tambellup West Rd,Tambellup West Rd,0,0.82,Single,0,0.82,Local Road,01,Great Southern,303,Broomehill - Tambellup,60km/h,117155152,22669667,{9F3A4874-1A27-41FC-8012-8184279EF9CD},0.00873104696226821
5080177,Barrett Cove,Barrett Cove,0,0.152,Single,0,0.152,Local Road,14,Mid West-Gascoyne,508,Irwin,60km/h,16134777,22669668,{96E58680-356D-472C-89A0-8C34E39315A5},0.00145153350456445
5051269,O'Brien Ct,O'Brien Ct,0,0.217,Single,0,0.217,Local Road,14,Mid West-Gascoyne,505,Greater Geraldton (C),60km/h,80990223,22669669,{75FD9953-3844-417B-AD2D-2536063ED861},0.00224258216524722
4240162,Quairading - Cunderdin Rd,Quairading - Cunderdin Rd,20.08,20.18,Single,20.08,20.18,Local Road,08,Wheatbelt,424,Quairading,60km/h,234806,22669670,{5241E75D-1E3E-4289-A6D7-E39793D3BCA2},0.0009018778994831
4240165,Ashton St,Ashton St,0.25,0.6,Single,0.25,0.6,Local Road,08,Wheatbelt,424,Quairading,60km/h,201748,22669671,{768E1810-F84C-410A-B9B4-7331C2D03536},0.00326966735925773
1270028,Stubbs Tce,Stubbs Tce,0,0.05,Single,0,0.05,Local Road,07,Metropolitan,127,Subiaco (C),60km/h,240799,22669672,{8094140C-BCB3-4DDC-888F-FC86B015E7E2},0.000472822376797038
H660,Graham Farmer Fwy (Westbound) off to Victoria Park Dr,Graham Farmer Fwy (Westbound) off to Victoria Park Dr,0.08,0.24,Single,0.08,0.24,State Road,07,Metropolitan,129,Victoria Park (T),60km/h,247716,22669673,{E1CDF539-69E3-44BE-A5ED-54CA6FEA19CE},0.0015761478000984
